Pincode,Zone,City,State,COD,PrePaid
382041,West,Gandhinagar,GUJARAT,TRUE,TRUE
382006,West,Gandhinagar,GUJARAT,TRUE,TRUE
382007,West,Gandhinagar,GUJARAT,TRUE,TRUE
382008,West,Gandhinagar,GUJARAT,TRUE,TRUE
382009,West,Gandhinagar,GUJARAT,TRUE,TRUE
382010,West,Gandhinagar,GUJARAT,TRUE,TRUE
382011,West,Gandhinagar,GUJARAT,TRUE,TRUE
382012,West,Gandhinagar,GUJARAT,TRUE,TRUE
402107,West,Pen,MAHARASHTRA,TRUE,TRUE
402108,West,Pen,MAHARASHTRA,TRUE,TRUE
402208,West,ALIBAUG,MAHARASHTRA,TRUE,TRUE
402209,West,ALIBAUG,MAHARASHTRA,TRUE,TRUE
402201,West,ALIBAUG,MAHARASHTRA,TRUE,TRUE
517101,South-1,CHANDRAGIRI,ANDHRA PRADESH,TRUE,TRUE
517102,South-1,CHANDRAGIRI,ANDHRA PRADESH,TRUE,TRUE
504001,South-1,Adilabad,TELANGANA,TRUE,TRUE
517583,South-1,Puttur,ANDHRA PRADESH,TRUE,TRUE
501142,South-1,Tandur,TELANGANA,TRUE,TRUE
501143,South-1,Tandur,TELANGANA,TRUE,TRUE
501158,South-1,Tandur,TELANGANA,TRUE,TRUE
517590,South-1,Puttur,ANDHRA PRADESH,TRUE,TRUE
517640,South-1,SRIKALAHASTI,ANDHRA PRADESH,TRUE,TRUE
518216,South-1,DHONE,ANDHRA PRADESH,TRUE,TRUE
518221,South-1,DHONE,ANDHRA PRADESH,TRUE,TRUE
518222,South-1,DHONE,ANDHRA PRADESH,TRUE,TRUE
502110,South-1,MEDAK,TELANGANA,TRUE,TRUE
516101,South-1,RAILWAY KODUR,ANDHRA PRADESH,TRUE,TRUE
516105,South-1,RAILWAY KODUR,ANDHRA PRADESH,TRUE,TRUE
516108,South-1,RAILWAY KODUR,ANDHRA PRADESH,TRUE,TRUE
612601,South-2,TIRUVARUR,TAMIL NADU,TRUE,TRUE
431513,West,HINGOLI,MAHARASHTRA,TRUE,TRUE
612102,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
614208,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
415311,West,VEETA,MAHARASHTRA,TRUE,TRUE
416321,West,VEETA,MAHARASHTRA,TRUE,TRUE
171010,North,SHIMLA,HIMACHAL PRADESH,TRUE,TRUE
171011,North,SHIMLA,HIMACHAL PRADESH,TRUE,TRUE
301030,North,ALWAR,RAJASTHAN,TRUE,TRUE
301002,North,Alwar,RAJASTHAN,TRUE,TRUE
342013,North,JODHPUR,RAJASTHAN,TRUE,TRUE
342015,North,JODHPUR,RAJASTHAN,TRUE,TRUE
144407,North,PHAGWARA,PUNJAB,TRUE,TRUE
144504,North,PHAGWARA,PUNJAB,TRUE,TRUE
171013,North,Shimla,HIMACHAL PRADESH,TRUE,TRUE
174101,North,BADDI,HIMACHAL PRADESH,TRUE,TRUE
281005,North,MATHURA,UTTAR PRADESH,TRUE,TRUE
281006,North,MATHURA,UTTAR PRADESH,TRUE,TRUE
281001,North,MATHURA,UTTAR PRADESH,TRUE,TRUE
281002,North,MATHURA,UTTAR PRADESH,TRUE,TRUE
281003,North,VRINDAWAN,UTTAR PRADESH,TRUE,TRUE
332301,North,JHUNJHUNU,RAJASTHAN,TRUE,TRUE
123106,North,DHARUHERA,HARYANA,TRUE,TRUE
560108,South-2,BANGALORE,KARNATAKA,TRUE,TRUE
583277,South-2,KUSHTAGI,KARNATAKA,TRUE,TRUE
591313,South-2,SANKESHWAR,KARNATAKA,TRUE,TRUE
591201,South-2,CHIKODI,KARNATAKA,TRUE,TRUE
385001,West,PALANPUR,GUJARAT,TRUE,TRUE
587201,South-2,Badami,KARNATAKA,TRUE,TRUE
587203,South-2,BAGALKOT,KARNATAKA,TRUE,TRUE
142036,North,Jagraon,PUNJAB,TRUE,TRUE
766692,North East,Duliajan,ASSAM,TRUE,TRUE
786610,North East,NAHARKATIA,ASSAM,TRUE,TRUE
786601,North East,TINSUKIA,ASSAM,TRUE,TRUE
733102,East,BALURGHAT,WEST BENGAL,TRUE,TRUE
631553,South-1,ARAKKONAM,TAMIL NADU,TRUE,TRUE
604410,South-1,KANCHIPURAM,TAMIL NADU,TRUE,TRUE
631702,South-1,KANCHIPURAM,TAMIL NADU,TRUE,TRUE
631603,South-1,KANCHIPURAM,TAMIL NADU,TRUE,TRUE
631605,South-1,KANCHIPURAM,TAMIL NADU,TRUE,TRUE
632052,South-1,VELLORE,TAMIL NADU,TRUE,TRUE
632517,South-1,VELLORE,TAMIL NADU,TRUE,TRUE
632519,South-1,RANIPET,TAMIL NADU,TRUE,TRUE
563101,South-2,KOLAR,KARNATAKA,TRUE,TRUE
563133,South-2,KOLAR,KARNATAKA,TRUE,TRUE
563157,South-2,KOLAR,KARNATAKA,TRUE,TRUE
635754,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635801,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635804,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635805,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635807,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635808,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635811,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635812,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635813,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635814,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635752,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635851,South-2,NATRAMPALLI,TAMIL NADU,TRUE,TRUE
635803,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
608305,South-1,CUDDALORE,TAMIL NADU,TRUE,TRUE
608301,South-1,CUDDALORE,TAMIL NADU,TRUE,TRUE
608302,South-1,CUDDALORE,TAMIL NADU,TRUE,TRUE
608401,South-1,CHIDAMBARAM,TAMIL NADU,TRUE,TRUE
609108,South-1,SIRKAZHI,TAMIL NADU,TRUE,TRUE
609110,South-1,SIRKAZHI,TAMIL NADU,TRUE,TRUE
603102,South-1,CHENGALPET,TAMIL NADU,TRUE,TRUE
522616,South-1,CHILAKALURIPETA,ANDHRA PRADESH,TRUE,TRUE
522413,South-1,PIDUGURALLA,ANDHRA PRADESH,TRUE,TRUE
522101,South-1,BAPATLA,ANDHRA PRADESH,TRUE,TRUE
504106,South-1,NIRMAL,TELANGANA,TRUE,TRUE
504203,South-1,NIRMAL,TELANGANA,TRUE,TRUE
521250,South-1,VUYYUR,ANDHRA PRADESH,TRUE,TRUE
521163,South-1,VUYYUR,ANDHRA PRADESH,TRUE,TRUE
521165,South-1,VUYYUR,ANDHRA PRADESH,TRUE,TRUE
518360,South-1,Yemmiganur,ANDHRA PRADESH,TRUE,TRUE
518345,South-1,KURNOOL,ANDHRA PRADESH,TRUE,TRUE
516115,South-1,Rajampeta,ANDHRA PRADESH,TRUE,TRUE
515761,South-1,Kalyanadurgam,ANDHRA PRADESH,TRUE,TRUE
517325,South-1,MADANAPALLI,ANDHRA PRADESH,TRUE,TRUE
574241,South-2,KALLERI,KARNATAKA,TRUE,TRUE
574326,South-2,KALLERI,KARNATAKA,TRUE,TRUE
574201,South-2,Uppinangady,KARNATAKA,TRUE,TRUE
574202,South-2,Uppinangady,KARNATAKA,TRUE,TRUE
574203,South-2,Uppinangady,KARNATAKA,TRUE,TRUE
500873,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
521228,South-1,Vijayawada,ANDHRA PRADESH,TRUE,TRUE
521241,South-1,Vijayawada,ANDHRA PRADESH,TRUE,TRUE
521456,South-1,Vijayawada,ANDHRA PRADESH,TRUE,TRUE
505214,South-1,Godavari Khani,TELANGANA,TRUE,TRUE
506013,South-1,WARANGAL,TELANGANA,TRUE,TRUE
500409,South-1,KATTEDAN,TELANGANA,TRUE,TRUE
531173,South-1,PENDURTHY,ANDHRA PRADESH,TRUE,TRUE
382330,West,AHMEDABAD,GUJARAT,TRUE,TRUE
380075,West,AHMEDABAD,GUJARAT,TRUE,TRUE
382002,West,Gandhinagar,GUJARAT,TRUE,TRUE
250101,North,BAGHPAT,UTTAR PRADESH,TRUE,TRUE
250601,North,BAGHPAT,UTTAR PRADESH,TRUE,TRUE
250609,North,BAGHPAT,UTTAR PRADESH,TRUE,TRUE
385535,West,Deesa,GUJARAT,TRUE,TRUE
801505,East,PATNA,BIHAR,TRUE,TRUE
801507,East,PATNA,BIHAR,TRUE,TRUE
801105,East,PATNA,BIHAR,TRUE,TRUE
801503,East,PATNA,BIHAR,TRUE,TRUE
846009,East,DARBHANGA,BIHAR,TRUE,TRUE
743294,East,BARASAT,WEST BENGAL,TRUE,TRUE
743124,East,KOLKATA,WEST BENGAL,TRUE,TRUE
743194,East,KOLKATA,WEST BENGAL,TRUE,TRUE
713372,East,KULTI,WEST BENGAL,TRUE,TRUE
713359,East,KULTI,WEST BENGAL,TRUE,TRUE
713326,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713371,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713340,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713341,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713370,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713334,East,DOMAHANI,WEST BENGAL,TRUE,TRUE
480441,Central,PARASIYA,MADHYA PRADESH,TRUE,TRUE
204101,North,HATHRAS,UTTAR PRADESH,TRUE,TRUE
281004,North,MATHURA,UTTAR PRADESH,TRUE,TRUE
143513,North,Fatehgarh Churiyan,PUNJAB,TRUE,TRUE
143601,North,Fatehgarh Churiyan,PUNJAB,TRUE,TRUE
143602,North,Fatehgarh Churiyan,PUNJAB,TRUE,TRUE
143603,North,Fatehgarh Churiyan,PUNJAB,TRUE,TRUE
143605,North,Fatehgarh Churiyan,PUNJAB,TRUE,TRUE
224001,North,AYODHYA,UTTAR PRADESH,TRUE,TRUE
224123,North,AYODHYA,UTTAR PRADESH,TRUE,TRUE
509103,South-1,WANAPARTHY,TELANGANA,TRUE,TRUE
509210,South-1,NARAYANPET,TELANGANA,TRUE,TRUE
505122,South-1,JAMMIKUNTA,TELANGANA,TRUE,TRUE
505468,South-1,HUZURABAD,TELANGANA,TRUE,TRUE
441110,Central,NAGPUR,MAHARASHTRA,TRUE,TRUE
606603,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
606604,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
606601,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
577601,South-2,HARIHAR,KARNATAKA,TRUE,TRUE
581123,South-2,HARIHAR,KARNATAKA,TRUE,TRUE
571426,South-2,KR PETE,KARNATAKA,TRUE,TRUE
573116,South-2,CHANNARAYAPATNA,KARNATAKA,TRUE,TRUE
678556,South-2,PALAKKAD,KERALA,TRUE,TRUE
638656,South-2,DHARAPURAM,TAMIL NADU,TRUE,TRUE
638657,South-2,DHARAPURAM,TAMIL NADU,TRUE,TRUE
638673,South-2,DHARAPURAM,TAMIL NADU,TRUE,TRUE
630001,South-2,Karaikudi,TAMIL NADU,TRUE,TRUE
630002,South-2,Karaikudi,TAMIL NADU,TRUE,TRUE
630003,South-2,Karaikudi,TAMIL NADU,TRUE,TRUE
630004,South-2,Karaikudi,TAMIL NADU,TRUE,TRUE
630005,South-2,Karaikudi,TAMIL NADU,TRUE,TRUE
630006,South-2,Karaikudi,TAMIL NADU,TRUE,TRUE
624201,South-2,AYYAMPALYAM,TAMIL NADU,TRUE,TRUE
624206,South-2,AYYAMPALYAM,TAMIL NADU,TRUE,TRUE
626117,South-2,Rajapalayam,TAMIL NADU,TRUE,TRUE
680517,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
680521,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
680523,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
680542,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
680543,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
680544,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
680604,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
679563,South-2,Guruvayur,KERALA,TRUE,TRUE
680520,South-2,Guruvayur,KERALA,TRUE,TRUE
680522,South-2,Guruvayur,KERALA,TRUE,TRUE
680103,South-2,Guruvayur,KERALA,TRUE,TRUE
679561,South-2,Guruvayur,KERALA,TRUE,TRUE
680616,South-2,MANALUR,KERALA,TRUE,TRUE
680510,South-2,MANALUR,KERALA,TRUE,TRUE
680513,South-2,MANALUR,KERALA,TRUE,TRUE
680524,South-2,MANALUR,KERALA,TRUE,TRUE
680601,South-2,TRICHUR,KERALA,TRUE,TRUE
680584,South-2,TRICHUR,KERALA,TRUE,TRUE
680518,South-2,THRISSUR,KERALA,TRUE,TRUE
457001,Central,Ratlam,MADHYA PRADESH,TRUE,TRUE
175001,North,Mandi,HIMACHAL PRADESH,TRUE,TRUE
175008,North,Mandi,HIMACHAL PRADESH,TRUE,TRUE
175021,North,Mandi,HIMACHAL PRADESH,TRUE,TRUE
174401,North,SUNDER NAGAR,HIMACHAL PRADESH,TRUE,TRUE
174402,North,SUNDER NAGAR,HIMACHAL PRADESH,TRUE,TRUE
175002,North,SUNDER NAGAR,HIMACHAL PRADESH,TRUE,TRUE
175019,North,SUNDER NAGAR,HIMACHAL PRADESH,TRUE,TRUE
248140,North,DOIWALA,UTTARAKHAND,TRUE,TRUE
752002,East,PURI,ORISSA,TRUE,TRUE
121102,North,PALWAL,HARYANA,TRUE,TRUE
121105,North,PALWAL,HARYANA,TRUE,TRUE
505326,South-1,KATHALAPOOR,TELANGANA,TRUE,TRUE
505325,South-1,METPALLY,TELANGANA,TRUE,TRUE
184142,North,Hira Nagar,JAMMU AND KASHMIR,TRUE,TRUE
184143,North,KATHUA,JAMMU AND KASHMIR,TRUE,TRUE
532284,South-1,ICHAPURAM,ANDHRA PRADESH,TRUE,TRUE
532290,South-1,ICHAPURAM,ANDHRA PRADESH,TRUE,TRUE
532322,South-1,KAVITI AP,ANDHRA PRADESH,TRUE,TRUE
532312,South-1,KAVITI AP,ANDHRA PRADESH,TRUE,TRUE
680301,South-2,CHERPU,KERALA,TRUE,TRUE
680302,South-2,CHERPU,KERALA,TRUE,TRUE
680561,South-2,CHERPU,KERALA,TRUE,TRUE
680562,South-2,CHERPU,KERALA,TRUE,TRUE
680519,South-2,KUNNAMKULAM,KERALA,TRUE,TRUE
680586,South-2,ALATHUR,KERALA,TRUE,TRUE
680554,South-2,WADAKKANCHERY,KERALA,TRUE,TRUE
680125,South-2,TRIPRAYAR,KERALA,TRUE,TRUE
680121,South-2,IRINJALAKUDA,KERALA,TRUE,TRUE
679322,South-2,MALAPPURAM,KERALA,TRUE,TRUE
679357,South-2,MALAPPURAM,KERALA,TRUE,TRUE
680541,South-2,TRICHUR,KERALA,TRUE,TRUE
680581,South-2,TRICHUR,KERALA,TRUE,TRUE
680596,South-2,TRICHUR,KERALA,TRUE,TRUE
678502,South-2,PALAKKAD,KERALA,TRUE,TRUE
678512,South-2,PALAKKAD,KERALA,TRUE,TRUE
678504,South-2,PALAKKAD,KERALA,TRUE,TRUE
678505,South-2,PALAKKAD,KERALA,TRUE,TRUE
678506,South-2,PALAKKAD,KERALA,TRUE,TRUE
680516,South-2,THRISSUR,KERALA,TRUE,TRUE
680313,South-2,TRICHUR,KERALA,TRUE,TRUE
680611,South-2,TRICHUR,KERALA,TRUE,TRUE
680618,South-2,TRICHUR,KERALA,TRUE,TRUE
678611,South-2,Palakkad,Kerala,TRUE,TRUE
678624,South-2,Palakkad,Kerala,TRUE,TRUE
680546,South-2,TRICHUR,KERALA,TRUE,TRUE
680651,South-2,THRISSUR,KERALA,TRUE,TRUE
680656,South-2,THRISSUR,KERALA,TRUE,TRUE
680751,South-2,THRISSUR,KERALA,TRUE,TRUE
678641,South-2,PALAKKAD,KERALA,TRUE,TRUE
678592,South-2,PALAKKAD,KERALA,TRUE,TRUE
678612,South-2,PALAKKAD,KERALA,TRUE,TRUE
680612,South-2,MANALUR,KERALA,TRUE,TRUE
680620,South-2,MANALUR,KERALA,TRUE,TRUE
680511,South-2,Guruvayur,KERALA,TRUE,TRUE
680504,South-2,Guruvayur,KERALA,TRUE,TRUE
678557,South-2,PALAKKAD,KERALA,TRUE,TRUE
678553,South-2,PALAKKAD,KERALA,TRUE,TRUE
678554,South-2,PALAKKAD,KERALA,TRUE,TRUE
678555,South-2,PALAKKAD,KERALA,TRUE,TRUE
678532,South-2,PALAKKAD,KERALA,TRUE,TRUE
678533,South-2,PALAKKAD,KERALA,TRUE,TRUE
678534,South-2,PALAKKAD,KERALA,TRUE,TRUE
678103,South-2,PALAKKAD,KERALA,TRUE,TRUE
679326,South-2,MALAPPURAM,KERALA,TRUE,TRUE
678571,South-2,PALAKKAD,KERALA,TRUE,TRUE
678572,South-2,PALAKKAD,KERALA,TRUE,TRUE
678721,South-2,PALAKKAD,KERALA,TRUE,TRUE
679337,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679306,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679102,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679104,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679123,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679301,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679106,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679502,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679504,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679511,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679515,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679516,South-2,OTTAPALAM,KERALA,TRUE,TRUE
679531,South-2,OTTAPALAM,KERALA,TRUE,TRUE
571428,South-2,MADDUR,KARNATAKA,TRUE,TRUE
394510,West,SURAT,GUJARAT,TRUE,TRUE
394515,West,SURAT,GUJARAT,TRUE,TRUE
209625,North,FARRUKHABAD,UTTAR PRADESH,TRUE,TRUE
209724,North,FARRUKHABAD,UTTAR PRADESH,TRUE,TRUE
209601,North,FARRUKHABAD,UTTAR PRADESH,TRUE,TRUE
209602,North,FARRUKHABAD,UTTAR PRADESH,TRUE,TRUE
209749,North,FARRUKHABAD,UTTAR PRADESH,TRUE,TRUE
203001,North,BULANDSHAHR,UTTAR PRADESH,TRUE,TRUE
244302,North,Shambhal,UTTAR PRADESH,TRUE,TRUE
244412,North,CHANDAUSI,UTTAR PRADESH,TRUE,TRUE
262001,North,Pilibhit,UTTAR PRADESH,TRUE,TRUE
244235,North,GAJROLA,UTTAR PRADESH,TRUE,TRUE
244221,North,AMROHA,UTTAR PRADESH,TRUE,TRUE
190011,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
143007,North,AMRITSAR,PUNJAB,TRUE,TRUE
303108,North,KOTPUTLI,RAJASTHAN,TRUE,TRUE
635810,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635802,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635751,South-1,AMBUR,TAMIL NADU,TRUE,TRUE
635601,South-2,NATRAMPALLI,TAMIL NADU,TRUE,TRUE
506142,South-1,WARANGAL,TELANGANA,TRUE,TRUE
754002,East,ADASPUR,ORISSA,TRUE,TRUE
754018,East,ADASPUR,ORISSA,TRUE,TRUE
444102,Central,DAHIHANDA,MAHARASHTRA,TRUE,TRUE
396230,West,Silvassa,GUJARAT,TRUE,TRUE
190020,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
190018,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
414002,West,Ahmednagar,MAHARASHTRA,TRUE,TRUE
422004,West,Nashik,MAHARASHTRA,TRUE,TRUE
753015,East,CUTTACK,ORISSA,TRUE,TRUE
753025,East,CUTTACK,ORISSA,TRUE,TRUE
754005,East,CUTTACK,ORISSA,TRUE,TRUE
431009,West,AURANGABAD,MAHARASHTRA,TRUE,TRUE
413531,West,Latur,MAHARASHTRA,TRUE,TRUE
422013,West,NASHIK,MAHARASHTRA,TRUE,TRUE
414003,West,AHMEDNAGAR,MAHARASHTRA,TRUE,TRUE
142026,North,Jagraon,PUNJAB,TRUE,TRUE
422209,West,OZHAR,MAHARASHTRA,TRUE,TRUE
141120,North,DEHLON,PUNJAB,TRUE,TRUE
421302,West,THANE,MAHARASHTRA,TRUE,TRUE
700100,East,DHAPA,WEST BENGAL,TRUE,TRUE
416010,West,KOLHAPUR,MAHARASHTRA,TRUE,TRUE
401301,West,VIRAR,MAHARASHTRA,TRUE,TRUE
422401,West,DEOLALI CAMP,MAHARASHTRA,TRUE,TRUE
444606,Central,BADNERA,MAHARASHTRA,TRUE,TRUE
391240,West,Karjan,GUJARAT,TRUE,TRUE
394327,West,SURAT,GUJARAT,TRUE,TRUE
502294,South-1,Patancheru,TELANGANA,TRUE,TRUE
621216,South-2,TRICHY,TAMIL NADU,TRUE,TRUE
754027,East,CUTTACK,ORISSA,TRUE,TRUE
754071,East,CUTTACK,ORISSA,TRUE,TRUE
754022,East,CUTTACK,ORISSA,TRUE,TRUE
612103,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612204,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612001,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612002,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612101,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612602,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612702,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612703,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612302,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612303,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612401,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
612501,South-2,Kumbakonam,TAMIL NADU,TRUE,TRUE
626001,South-2,Virudhunagar,TAMIL NADU,TRUE,TRUE
626002,South-2,Virudhunagar,TAMIL NADU,TRUE,TRUE
626003,South-2,Virudhunagar,TAMIL NADU,TRUE,TRUE
626004,South-2,Virudhunagar,TAMIL NADU,TRUE,TRUE
626005,South-2,MUTHURAMANAPATTI,TAMIL NADU,TRUE,TRUE
626101,South-2,VIRUDHUNAGAR,TAMIL NADU,TRUE,TRUE
625601,South-2,PERIYAKULAM,TAMIL NADU,TRUE,TRUE
625512,South-2,Theni,TAMIL NADU,TRUE,TRUE
625515,South-2,Theni,TAMIL NADU,TRUE,TRUE
625531,South-2,Theni,TAMIL NADU,TRUE,TRUE
625513,South-2,BODINAYAKANUR,TAMIL NADU,TRUE,TRUE
587301,South-2,Jamkhandi,KARNATAKA,TRUE,TRUE
416601,West,KANKAWALI,MAHARASHTRA,TRUE,TRUE
416606,West,MALVAN,MAHARASHTRA,TRUE,TRUE
577548,South-2,BIRUR,KARNATAKA,TRUE,TRUE
574222,South-2,KALLADKA,KARNATAKA,TRUE,TRUE
574231,South-2,KALLADKA,KARNATAKA,TRUE,TRUE
574211,South-2,BC ROAD,KARNATAKA,TRUE,TRUE
574219,South-2,BC ROAD,KARNATAKA,TRUE,TRUE
574143,South-2,MANGALORE,KARNATAKA,TRUE,TRUE
583231,South-2,KOPPAL,KARNATAKA,TRUE,TRUE
583238,South-2,KOPPAL,KARNATAKA,TRUE,TRUE
583227,South-2,GANGAVATHI,KARNATAKA,TRUE,TRUE
591237,South-2,Nipani,KARNATAKA,TRUE,TRUE
732122,East,Malda,WEST BENGAL,TRUE,TRUE
732128,East,Malda,WEST BENGAL,TRUE,TRUE
416602,West,KANKAWALI,MAHARASHTRA,TRUE,TRUE
732121,East,Malda,WEST BENGAL,TRUE,TRUE
732142,East,Malda,WEST BENGAL,TRUE,TRUE
416516,West,PINGULI,MAHARASHTRA,TRUE,TRUE
629704,South-2,KANYAKUMARI,TAMIL NADU,TRUE,TRUE
629005,South-2,KANYAKUMARI,TAMIL NADU,TRUE,TRUE
629701,South-2,KANYAKUMARI,TAMIL NADU,TRUE,TRUE
629001,South-2,NAGERCOIL,TAMIL NADU,TRUE,TRUE
629002,South-2,NAGERCOIL,TAMIL NADU,TRUE,TRUE
629003,South-2,NAGERCOIL,TAMIL NADU,TRUE,TRUE
629004,South-2,NAGERCOIL,TAMIL NADU,TRUE,TRUE
629801,South-2,PARAKKAI,TAMIL NADU,TRUE,TRUE
629201,South-2,PARAKKAI,TAMIL NADU,TRUE,TRUE
629501,South-2,PARAKKAI,TAMIL NADU,TRUE,TRUE
629901,South-2,KADUKKARAI,TAMIL NADU,TRUE,TRUE
190013,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
190015,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
190019,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
711322,East,FULESWAR,WEST BENGAL,TRUE,TRUE
383001,West,HIMMAT NAGAR,GUJARAT,TRUE,TRUE
363001,West,SURENDRANAGAR,GUJARAT,TRUE,TRUE
363002,West,SURENDRANAGAR,GUJARAT,TRUE,TRUE
389001,West,GODHRA,GUJARAT,TRUE,TRUE
416216,West,KAGAL,MAHARASHTRA,TRUE,TRUE
577222,South-2,SHIVAMOGGA,KARNATAKA,TRUE,TRUE
636455,South-2,OMALUR,TAMIL NADU,TRUE,TRUE
124507,North,BAHADURGARH,HARYANA,TRUE,TRUE
835222,East,RANCHI,JHARKHAND,TRUE,TRUE
835103,East,TATISILWAY,JHARKHAND,TRUE,TRUE
517520,South-1,MARKAPUR,ANDHRA PRADESH,TRUE,TRUE
700105,East,DHAPA,WEST BENGAL,TRUE,TRUE
700100,East,DHAPA,WEST BENGAL,TRUE,TRUE
190001,North,LAL CHOWK,JAMMU AND KASHMIR,TRUE,TRUE
190010,North,LAL CHOWK,JAMMU AND KASHMIR,TRUE,TRUE
389350,West,HALOL,GUJARAT,TRUE,TRUE
190006,North,DARGAH,JAMMU AND KASHMIR,TRUE,TRUE
190016,North,DARGAH,JAMMU AND KASHMIR,TRUE,TRUE
392150,West,JAMBUSAR,GUJARAT,TRUE,TRUE
752101,East,CUTTACK,ORISSA,TRUE,TRUE
396001,West,Valsad,GUJARAT,TRUE,TRUE
190008,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
190009,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
190002,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
190003,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
190004,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
752050,East,JATNI,ORISSA,TRUE,TRUE
752054,East,JATNI,ORISSA,TRUE,TRUE
743235,East,BONGAON,WEST BENGAL,TRUE,TRUE
570001,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570004,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570005,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570010,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570011,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570024,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570008,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570009,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570014,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570022,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570023,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570025,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570026,South-2,MYSORE,KARNATAKA,TRUE,TRUE
570301,South-2,MYSORE,KARNATAKA,TRUE,TRUE
571304,South-2,MYSORE,KARNATAKA,TRUE,TRUE
